survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,male,2.287386426877369,0,0,-0.5002397510893574,S,Third,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,1,male,3.2120546949915547,0,0,0.05149068946527694,C,First,man,True,Cherbourg,no,True
1,1,male,-0.4866183774651868,0,1,0.6293920965023105,C,First,man,True,Cherbourg,yes,False
1,2,female,0.36099420163948304,0,1,-0.18314403442054422,S,Second,woman,False,Southampton,yes,False
0,2,male,0.36099420163948304,1,0,-0.12274485029315124,S,Second,man,True,Southampton,no,False
0,3,female,-0.10133993241760961,0,0,-0.48723782005286725,S,Third,woman,False,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
0,1,male,-0.6407297554842177,0,1,0.9098295350180712,S,First,man,True,Southampton,no,False
0,3,male,0.2839385126299676,0,0,-0.47196890630546234,S,Third,man,True,Southampton,no,True
0,3,male,0.5921612686680294,2,0,-0.48664993466069395,S,Third,man,True,Southampton,no,False
0,3,male,-0.10133993241760961,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
1,3,female,-0.6407297554842177,0,0,-0.4921865265390384,S,Third,woman,False,Southampton,yes,True
1,3,male,-0.10133993241760961,0,0,-0.48966989386706367,S,Third,man,True,Southampton,yes,True
0,3,male,0.6692169576775449,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
1,3,female,-0.10133993241760961,1,0,-0.15999101383837694,Q,Third,woman,False,Queenstown,yes,False
0,1,male,1.3627181587631838,0,0,0.40071474547758795,S,First,man,True,Southampton,no,True
0,3,female,-1.1415917340460682,1,0,-0.3551971503258359,C,Third,child,False,Cherbourg,no,False
0,3,male,-0.5636740664747023,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,3,female,-0.7177854444937332,1,0,-0.4483971180466784,S,Third,woman,False,Southampton,no,False
0,3,female,-0.9489525115222794,0,0,-0.3551146047741951,C,Third,woman,False,Cherbourg,no,True
0,3,male,-0.6407297554842177,0,0,-0.48664993466069395,S,Third,man,True,Southampton,no,True
0,3,male,3.173526850486797,0,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,True
0,2,male,-0.024284243408094167,1,0,-0.22341015717213955,S,Second,man,True,Southampton,no,False
0,1,male,-0.4095626884556714,0,1,4.337147012122648,C,First,man,True,Cherbourg,no,False
0,3,female,-2.104787846665011,4,2,-0.016542951535818605,S,Third,child,False,Southampton,no,False
0,2,male,-0.6407297554842177,2,0,0.8335755650572377,S,Second,man,True,Southampton,no,False
0,3,male,-0.10133993241760961,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,2,male,0.2454106681252099,1,0,-0.040787184044554156,C,Second,man,True,Cherbourg,no,False
1,2,female,0.2454106681252099,0,0,-0.38447464817852084,S,Second,woman,False,Southampton,yes,True
0,1,male,1.902107981829792,0,1,0.9098295350180712,S,First,man,True,Southampton,no,False
1,3,male,-1.3342309565698567,1,0,-0.41987460999558585,C,Third,child,False,Cherbourg,yes,False
0,3,male,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,True
1,3,male,-0.4095626884556714,0,0,-0.5024201616363563,S,Third,man,True,Southampton,yes,True
1,3,female,-0.10133993241760961,1,1,-0.19606341990539358,C,Third,woman,False,Cherbourg,yes,False
0,3,male,1.208606780744153,0,0,-0.5057763429677017,S,Third,man,True,Southampton,no,True
0,3,male,0.2839385126299676,0,0,-0.48723782005286725,C,Third,man,True,Cherbourg,no,True
0,3,male,-0.7177854444937332,0,0,-0.5042663633645169,S,Third,man,True,Southampton,no,True
0,3,female,1.3627181587631838,1,0,-0.35427505611482435,S,Third,woman,False,Southampton,no,False
1,2,female,-0.024284243408094167,1,0,-0.12274485029315124,S,Second,woman,False,Southampton,yes,False
0,2,male,-0.3325069994461559,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,2,male,-0.4866183774651868,0,0,-0.343286431215914,C,Second,man,True,Cherbourg,no,True
1,1,female,-0.7948411335032486,0,2,-0.11704115400538775,S,First,woman,False,Southampton,yes,False
0,1,male,0.5921612686680294,1,0,0.4228611129909654,S,First,man,True,Southampton,no,False
0,3,male,-1.026008200531795,0,0,-0.46064405928157615,S,Third,man,True,Southampton,no,True
0,1,male,-0.4095626884556714,0,0,0.9483340148992845,C,First,man,True,Cherbourg,no,True
0,3,female,-0.10133993241760961,0,2,-0.33925981894075447,C,Third,woman,False,Cherbourg,no,False
1,3,female,-0.5636740664747023,0,0,-0.49017322040145855,S,Third,woman,False,Southampton,yes,True
1,3,female,-0.4095626884556714,1,0,-0.32709542325749746,S,Third,woman,False,Southampton,yes,False
0,3,male,-0.7948411335032486,0,0,-0.5103062817772562,Q,Third,man,True,Queenstown,no,True
0,2,male,-0.871896822512764,0,0,-0.41467424024221733,S,Second,man,True,Southampton,no,True
0,2,male,-0.7948411335032486,1,1,0.09368555949667362,S,Second,man,True,Southampton,no,False
1,3,male,-0.17839562142712506,0,0,-0.489251126190447,S,Third,man,True,Southampton,yes,True
0,3,female,-1.565398023598403,2,2,0.045869538729154176,S,Third,child,False,Southampton,no,False
0,2,male,0.5536334241632717,0,2,-0.12274485029315124,S,Second,man,True,Southampton,no,False
0,2,male,0.9774397137156066,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,2,male,1.6709409148012455,0,0,-0.39403785233202476,S,Second,man,True,Southampton,no,True
1,1,female,-0.5636740664747023,1,0,0.6946574415642337,S,First,woman,False,Southampton,yes,False
0,3,male,2.017691515344065,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,3,male,0.8618561802013335,0,2,-0.35427505611482435,S,Third,man,True,Southampton,no,False
0,3,male,-0.10133993241760961,0,0,-0.49898143475337003,S,Third,man,True,Southampton,no,True
0,1,male,1.6709409148012455,0,1,0.5895467547334693,C,First,man,True,Cherbourg,no,False
1,3,female,-1.026008200531795,0,0,-0.4905094425264344,Q,Third,woman,False,Queenstown,yes,True
0,3,male,0.052771445601421274,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,-0.4718018018960432,S,Third,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,8,2,0.7540499726228369,S,Third,man,True,Southampton,no,False
0,3,male,1.1315510917346374,0,1,-0.3220621579135481,S,Third,man,True,Southampton,no,False
1,2,female,0.8233283356965757,0,0,-0.3291087293950773,S,Second,woman,False,Southampton,yes,True
0,3,male,-0.2554513104366405,0,0,-0.48966989386706367,S,Third,man,True,Southampton,no,True
0,3,male,-0.9489525115222794,0,0,-0.4718018018960432,S,Third,man,True,Southampton,no,True
0,3,male,-2.1818435356745267,4,1,0.15282642728807924,S,Third,child,False,Southampton,no,False
1,3,male,-1.565398023598403,0,2,-0.23297336132564347,S,Third,child,False,Southampton,yes,False
1,1,female,-0.10133993241760961,0,1,0.46111392960498093,S,First,woman,False,Southampton,yes,False
0,3,female,1.208606780744153,1,4,-0.08449203367913571,S,Third,woman,False,Southampton,no,False
0,1,male,-0.10133993241760961,0,0,-0.12425482989633606,S,First,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,0.4912289628108992,S,Third,man,True,Southampton,no,True
0,1,male,2.4414978048964002,0,0,0.02825311002533122,S,First,man,True,Southampton,no,True
0,3,male,-1.9506764686459803,4,1,-0.05982903349378355,Q,Third,child,False,Queenstown,no,False
1,3,female,-2.1818435356745267,1,1,-0.4220570338487224,S,Third,child,False,Southampton,yes,False
0,3,male,-0.6407297554842177,0,0,-0.48664993466069395,S,Third,man,True,Southampton,no,True
0,1,male,2.0562193598488228,0,0,-0.028204020684680614,C,First,man,True,Cherbourg,no,True
0,3,male,-0.871896822512764,1,1,-0.4880753554061005,S,Third,man,True,Southampton,no,False
0,3,male,-0.10133993241760961,3,1,-0.13348181192486414,S,Third,man,True,Southampton,no,False
0,1,female,1.5938852257917302,0,0,-0.06813392131130011,C,First,woman,False,Cherbourg,no,True
0,2,male,0.052771445601421274,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,3,male,0.5151055796585139,0,0,-0.6462044460638905,S,Third,man,True,Southampton,no,True
0,3,female,-0.10133993241760961,8,2,0.7540499726228369,S,Third,woman,False,Southampton,no,False
0,2,male,-0.10133993241760961,0,0,-0.34320187235813565,C,Second,man,True,Cherbourg,no,True
0,3,male,-1.565398023598403,4,2,-0.014277982131041355,S,Third,child,False,Southampton,no,False
1,2,male,-2.1818435356745267,2,1,0.13898494759221836,S,Second,child,False,Southampton,yes,False
1,3,female,-1.9506764686459803,0,2,-0.20277376926194698,S,Third,child,False,Southampton,yes,False
0,1,male,-0.10133993241760961,0,0,0.36044862272599265,S,First,man,True,Southampton,no,True
1,3,female,-0.10133993241760961,1,0,-0.33414199473902667,Q,Third,woman,False,Queenstown,yes,False
1,1,male,1.208606780744153,0,0,-0.11167166653646252,S,First,man,True,Southampton,yes,True
0,3,male,0.8233283356965757,1,1,-0.33414199473902667,Q,Third,man,True,Queenstown,no,False
0,3,male,0.5151055796585139,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
1,2,female,0.20688282362045216,0,0,-0.38447464817852084,S,Second,woman,False,Southampton,yes,True
0,2,male,-0.7948411335032486,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
1,3,female,-0.7948411335032486,1,0,-0.4880753554061005,S,Third,woman,False,Southampton,yes,False
1,2,male,-2.0277321576554956,1,1,-0.12274485029315124,S,Second,child,False,Southampton,yes,False
1,1,female,1.1315510917346374,0,0,-0.08809987827767862,C,First,woman,False,Cherbourg,yes,True
1,1,female,2.210330737867854,0,0,2.3037078131670836,C,First,woman,False,Cherbourg,yes,True
0,3,male,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,True
0,3,male,0.9774397137156066,0,1,-0.4770021716494118,S,Third,man,True,Southampton,no,False
1,3,female,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,woman,False,Queenstown,yes,True
0,2,female,-0.4095626884556714,0,0,-0.38447464817852084,S,Second,woman,False,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,-0.4549403629938127,S,Third,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,8,2,0.7540499726228369,S,Third,man,True,Southampton,no,False
0,3,male,0.36099420163948304,0,0,-0.515424105978984,S,Third,man,True,Southampton,no,True
0,3,male,1.2471346252489106,0,0,-0.5007430776237524,C,Third,man,True,Cherbourg,no,True
1,3,male,-0.871896822512764,0,0,-0.4841333019887193,S,Third,man,True,Southampton,yes,True
0,3,female,-2.104787846665011,0,1,-0.43556229141960745,S,Third,child,False,Southampton,no,False
0,3,male,0.20688282362045216,1,0,-0.32709542325749746,S,Third,man,True,Southampton,no,False
1,3,male,-0.2554513104366405,0,0,-0.26795455546609187,C,Third,man,True,Cherbourg,yes,True
1,3,female,-1.026008200531795,0,0,-0.49017322040145855,Q,Third,woman,False,Queenstown,yes,True
1,1,male,0.8233283356965757,0,0,-0.022079543414162937,C,First,man,True,Cherbourg,yes,True
0,3,male,-0.4095626884556714,0,0,-0.5042663633645169,S,Third,man,True,Southampton,no,True
1,2,female,0.4380498906489985,0,0,-0.22341015717213955,S,Second,woman,False,Southampton,yes,True
0,3,male,-0.5636740664747023,0,0,-0.5002397510893574,S,Third,man,True,Southampton,no,True
0,2,male,0.052771445601421274,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,1,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,False
1,1,female,0.12982713461093673,1,0,1.6343680812795898,C,First,woman,False,Cherbourg,yes,False
1,3,female,-0.17839562142712506,0,0,-0.48664993466069395,S,Third,woman,False,Southampton,yes,True
0,2,male,0.9774397137156066,1,0,-0.10261178891735358,S,Second,man,True,Southampton,no,False
1,1,female,0.20688282362045216,0,0,0.8897810325000521,C,First,woman,False,Cherbourg,yes,True
0,2,male,0.052771445601421274,0,0,-0.434807301618015,S,Second,man,True,Southampton,no,True
1,3,male,-1.026008200531795,0,0,-0.4841333019887193,S,Third,man,True,Southampton,yes,True
0,2,male,-0.17839562142712506,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,3,male,1.6709409148012455,0,0,-0.4841333019887193,S,Third,man,True,Southampton,no,True
0,3,male,-0.10133993241760961,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
1,1,male,0.6692169576775449,1,0,1.1657710777578991,S,First,man,True,Southampton,yes,False
0,3,male,-0.5636740664747023,0,0,-0.4579603222001823,S,Third,man,True,Southampton,no,True
1,2,male,-0.7948411335032486,0,0,-0.434807301618015,S,Second,man,True,Southampton,yes,True
0,3,male,-0.6792575999889754,0,0,-0.5002397510893574,S,Third,man,True,Southampton,no,True
0,2,male,-0.871896822512764,0,0,-0.38447464817852084,S,Second,man,True,Southampton,no,True
0,3,female,-0.10133993241760961,3,1,-0.13348181192486414,S,Third,woman,False,Southampton,no,False
1,1,female,0.4380498906489985,1,0,1.0344028522808193,S,First,woman,False,Southampton,yes,False
0,3,male,-0.024284243408094167,0,0,-0.48966989386706367,S,Third,man,True,Southampton,no,True
0,2,male,2.287386426877369,0,0,-0.374408117490622,S,Second,man,True,Southampton,no,True
1,3,female,-1.8736207796364648,4,2,-0.014277982131041355,S,Third,child,False,Southampton,yes,False
0,2,male,-0.4095626884556714,0,0,-0.434807301618015,S,Second,man,True,Southampton,no,True
0,3,female,-0.10133993241760961,0,0,-0.4941998326766181,S,Third,woman,False,Southampton,no,True
0,2,male,1.1315510917346374,1,0,-0.12274485029315124,S,Second,man,True,Southampton,no,False
1,2,female,-1.6424537126079184,0,2,-0.11771158494920184,S,Second,child,False,Southampton,yes,False
0,2,male,-0.7948411335032486,0,0,-0.434807301618015,S,Second,man,True,Southampton,no,True
0,2,male,0.2839385126299676,0,0,-0.3990711176759742,S,Second,man,True,Southampton,no,True
0,3,female,-0.10133993241760961,1,0,-0.3551971503258359,C,Third,woman,False,Cherbourg,no,False
1,3,female,-0.10133993241760961,1,0,-0.33414199473902667,Q,Third,woman,False,Queenstown,yes,False
0,2,male,-0.024284243408094167,0,0,-0.434807301618015,S,Second,man,True,Southampton,no,True
0,3,male,-0.5636740664747023,0,0,-0.5027563837613321,S,Third,man,True,Southampton,no,True
0,3,male,0.052771445601421274,0,0,-0.5007430776237524,C,Third,man,True,Cherbourg,no,True
0,1,male,1.1315510917346374,2,0,1.1657710777578991,Q,First,man,True,Queenstown,no,False
0,3,female,-0.3325069994461559,0,0,-0.48966989386706367,S,Third,woman,False,Southampton,no,True
1,2,female,-0.4095626884556714,0,2,-0.35427505611482435,S,Second,woman,False,Southampton,yes,False
1,1,male,0.5921612686680294,1,1,0.41187248809205507,S,First,man,True,Southampton,yes,False
0,2,male,1.902107981829792,1,0,-0.12274485029315124,S,Second,man,True,Southampton,no,False
0,3,male,-0.10133993241760961,0,0,-0.5002397510893574,S,Third,man,True,Southampton,no,True
0,3,female,-0.024284243408094167,1,1,-0.43556229141960745,S,Third,woman,False,Southampton,no,False
0,1,male,2.5185534939059155,0,0,-0.11167166653646252,S,First,man,True,Southampton,no,True
0,3,male,0.052771445601421274,1,0,-0.3220621579135481,S,Third,man,True,Southampton,no,False
0,3,female,0.9003840247060911,0,2,-0.23926494300558024,S,Third,woman,False,Southampton,no,False
1,3,female,-0.024284243408094167,0,2,-0.33925981894075447,C,Third,woman,False,Cherbourg,yes,False
1,1,female,-0.10133993241760961,0,0,0.9483340148992845,C,First,woman,False,Cherbourg,yes,True
1,1,female,0.052771445601421274,0,0,1.0953053629426073,S,First,woman,False,Southampton,yes,True
1,1,female,0.4380498906489985,0,0,9.668550782149426,C,First,woman,False,Cherbourg,yes,True
1,2,female,1.5938852257917302,0,1,-0.12274485029315124,S,Second,woman,False,Southampton,yes,False
0,3,male,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,True
1,3,male,-2.0277321576554956,4,2,-0.014277982131041355,S,Third,child,False,Southampton,yes,False
0,1,male,1.747996603810761,1,1,0.9573938925183935,S,First,man,True,Southampton,no,False
0,1,male,0.8233283356965757,0,0,-0.6462044460638905,S,First,man,True,Southampton,no,True
0,3,female,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,woman,False,Queenstown,no,True
0,2,male,0.5151055796585139,0,0,-0.434807301618015,S,Second,man,True,Southampton,no,True
0,3,male,-1.026008200531795,4,1,0.15282642728807924,S,Third,man,True,Southampton,no,False
1,3,male,-0.3325069994461559,1,0,-0.48966989386706367,S,Third,man,True,Southampton,yes,False
1,1,female,2.210330737867854,0,1,2.443465485319458,S,First,woman,False,Southampton,yes,False
1,1,female,0.4380498906489985,0,0,2.084509107438086,S,First,woman,False,Southampton,yes,True
0,1,male,-0.10133993241760961,0,0,-0.022079543414162937,S,First,man,True,Southampton,no,True
1,3,male,-0.3325069994461559,0,0,-0.6462044460638905,S,Third,man,True,Southampton,yes,True
1,2,female,0.9003840247060911,0,1,-0.25360974923583607,S,Second,woman,False,Southampton,yes,False
0,1,male,0.5921612686680294,0,1,-0.04825252320269991,C,First,man,True,Cherbourg,no,False
1,3,female,-0.10133993241760961,0,0,-0.49017322040145855,Q,Third,woman,False,Queenstown,yes,True
1,1,female,2.5956091829154313,1,0,0.9233347925889563,S,First,woman,False,Southampton,yes,False
0,3,female,1.208606780744153,0,0,-0.49017322040145855,S,Third,woman,False,Southampton,no,True
0,2,male,-0.10133993241760961,0,0,-0.6462044460638905,S,Second,man,True,Southampton,no,True
0,3,male,-1.719509401617434,4,1,-0.05982903349378355,Q,Third,child,False,Queenstown,no,False
1,3,female,0.4380498906489985,1,1,-0.2385099532039878,S,Third,woman,False,Southampton,yes,False
0,3,male,2.749720560934462,0,0,-0.49017322040145855,Q,Third,man,True,Queenstown,no,True
0,3,male,-0.10133993241760961,0,0,-0.4880753554061005,S,Third,man,True,Southampton,no,True
0,3,male,-1.026008200531795,0,0,-0.4549403629938127,S,Third,man,True,Southampton,no,True
1,3,male,-0.7948411335032486,0,0,-0.4841333019887193,S,Third,man,True,Southampton,yes,True
0,1,male,-0.10133993241760961,0,0,-0.12274485029315124,S,First,man,True,Southampton,no,True
0,3,male,0.2839385126299676,0,0,-0.4718018018960432,C,Third,man,True,Cherbourg,no,True
1,3,male,0.052771445601421274,0,0,-0.4549403629938127,S,Third,man,True,Southampton,yes,True
0,3,male,-0.5636740664747023,0,0,-0.48723782005286725,S,Third,man,True,Southampton,no,True
1,2,male,0.9774397137156066,0,0,-0.38447464817852084,S,Second,man,True,Southampton,yes,True
